Service Request Number,Service Request Type,City Department,Created Date,Method Received,Status,Location,X_Value,Y_Value,Latitude,Longitude,Latitude/Longitude,ZIP Code,Council District,Police Precinct,Neighborhood
23-00107275,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/07/2023 01:43:50 PM,Find It Fix It Apps,Reported,"905 12TH AVE S, SEATTLE, WA 98144",1274252.64346045,220131.876316106,47.59380245,-122.31740235,POINT (-122.31740235 47.59380245),98144,2,SOUTH,NORTH BEACON HILL
23-00107274,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/07/2023 01:43:49 PM,Find It Fix It Apps,Closed,"1146 S JUDKINS ST, SEATTLE, WA 98134",1274172.29692944,219337.862441073,47.59162183,-122.31766585,POINT (-122.31766585 47.59162183),98134,2,SOUTH,NORTH BEACON HILL
23-00107347,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/07/2023 03:44:46 PM,Find It Fix It Apps,Closed,"7120 16TH AVE SW, SEATTLE, WA 98106",1264641.64023771,200101.830527072,47.53838624,-122.35474114,POINT (-122.35474114 47.53838624),98106,1,SOUTHWEST,RIVERVIEW
23-00108015,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/08/2023 11:36:43 AM,Find It Fix It Apps,Reported,"4850 37TH AVE S, SEATTLE, WA 98118",1281760.10988376,207124.390265715,47.55854171,-122.28598673,POINT (-122.28598673 47.55854171),98118,2,SOUTH,COLUMBIA CITY
23-00108262,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/08/2023 02:50:11 PM,Find It Fix It Apps,Closed,"1400 BROADWAY, SEATTLE, WA 98122",1273638.39896968,227181.043478014,47.61309157,-122.3204433,POINT (-122.3204433 47.61309157),98122,3,EAST,FIRST HILL
23-00108511,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/08/2023 06:27:51 PM,Find It Fix It Apps,Closed,"3824 AURORA AVE N, SEATTLE, WA 98103",1267432.2433217,242072.743047722,47.65357755,-122.34678712,POINT (-122.34678712 47.65357755),98103,4,NORTH,FREMONT
23-00108679,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 07:47:56 AM,Find It Fix It Apps,Closed,"6319 65TH AVE NE, SEATTLE, WA 98115",1289341.70912163,249343.633575,47.67465367,-122.25845262,POINT (-122.25845262 47.67465367),98115,4,NORTH,WINDERMERE
23-00108696,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 08:10:05 AM,Find It Fix It Apps,Closed,"2701 SW BARTON ST, SEATTLE, WA 98126",1261376.15305967,193811.753526006,47.52096774,-122.36745109,POINT (-122.36745109 47.52096774),98126,1,SOUTHWEST,ROXHILL
23-00108841,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 09:56:56 AM,Find It Fix It Apps,Closed,"5101 27TH AVE NE, SEATTLE, WA 98105",1279353.49965185,246556.140040228,47.66649892,-122.29877267,POINT (-122.29877267 47.66649892),98105,4,NORTH,RAVENNA
23-00109069,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 12:26:04 PM,Find It Fix It Apps,Closed,"4801 28TH AVE S, SEATTLE, WA 98108",1278998.85905977,207553.301361663,47.55957392,-122.29720088,POINT (-122.29720088 47.55957392),98108,2,SOUTH,MID-BEACON HILL
23-00109149,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 01:16:25 PM,Find It Fix It Apps,Closed,"515 BOYLSTON AVE E, SEATTLE, WA 98102",1273001.49003573,231132.532776052,47.62388873,-122.32333517,POINT (-122.32333517 47.62388873),98102,3,EAST,BROADWAY
23-00109485,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 05:56:36 PM,Find It Fix It Apps,Closed,"13756 MIDVALE AVE N, SEATTLE, WA 98133",1268795.67730363,270056.732991594,47.73035377,-122.34348411,POINT (-122.34348411 47.73035377),98133,5,NORTH,HALLER LAKE
23-00109608,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/09/2023 09:44:20 PM,Find It Fix It Apps,Open,"5043 WILSON AVE S, SEATTLE, WA 98118",1285581.20329042,205974.685358383,47.55558703,-122.27042697,POINT (-122.27042697 47.55558703),98118,2,SOUTH,SEWARD PARK
23-00109810,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 09:15:35 AM,Find It Fix It Apps,Closed,"1720 E OLIVE ST, SEATTLE, WA 98122",1276399.19536786,228413.958463241,47.61661667,-122.30934821,POINT (-122.30934821 47.61661667),98122,3,EAST,STEVENS
23-00110192,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 01:07:22 PM,Find It Fix It Apps,Closed,"515 BOYLSTON AVE E, SEATTLE, WA 98102",1273001.49003573,231132.532776052,47.62388873,-122.32333517,POINT (-122.32333517 47.62388873),98102,3,EAST,BROADWAY
23-00110381,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 03:38:36 PM,Find It Fix It Apps,Closed,"2734 NE 45TH ST, SEATTLE, WA 98105",1279720.84896853,244665.50828221,47.66133588,-122.29713614,POINT (-122.29713614 47.66133588),98105,4,NORTH,RAVENNA
23-00110362,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 03:18:27 PM,Find It Fix It Apps,Closed,"10717 BURKE AVE N, SEATTLE, WA 98133",1270354.24993691,261693.671816506,47.70751467,-122.33648846,POINT (-122.33648846 47.70751467),98133,5,NORTH,HALLER LAKE
23-00110399,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 04:00:41 PM,Find It Fix It Apps,Closed,"1100 NW LEARY WAY, SEATTLE, WA 98107",1261513.87599737,246001.170615678,47.66402353,-122.37111415,POINT (-122.37111415 47.66402353),98107,6,NORTH,WEST WOODLAND
23-00110611,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/10/2023 09:00:59 PM,Find It Fix It Apps,Closed,"11501 5TH AVE NE, SEATTLE, WA 98125",1273544.14892821,263441.329662964,47.712475,-122.32367213,POINT (-122.32367213 47.712475),98125,5,NORTH,PINEHURST
23-00110675,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 06:21:20 AM,Find It Fix It Apps,Reported,"84 UNION ST, SEATTLE, WA 98101",1268764.00124073,225285.048279541,47.60763478,-122.34005113,POINT (-122.34005113 47.60763478),98101,7,WEST,PIKE-MARKET
23-00110994,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 10:27:08 AM,Find It Fix It Apps,Open,"2344 EASTLAKE AVE E, SEATTLE, WA 98102",1272569.12439171,237397.295675612,47.64103732,-122.32558071,POINT (-122.32558071 47.64103732),98102,4,WEST,EASTLAKE
23-00111182,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 12:46:12 PM,Find It Fix It Apps,Closed,"3501 FREMONT AVE N, SEATTLE, WA 98103",1266567.93606309,241099.321920028,47.6508628,-122.35021546,POINT (-122.35021546 47.6508628),98103,6,NORTH,FREMONT
23-00111333,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 02:37:05 PM,Find It Fix It Apps,Closed -Incomplete Information,"705 SENECA ST, SEATTLE, WA 98101",1271155.95738002,225749.927406604,47.60903697,-122.33039301,POINT (-122.33039301 47.60903697),98101,7,EAST,FIRST HILL
23-00111355,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 02:51:09 PM,Find It Fix It Apps,Closed -Incomplete Information,"1201 6TH AVE, SEATTLE, WA 98101",1270597.87536662,225625.265791456,47.60866549,-122.33264517,POINT (-122.33264517 47.60866549),98101,7,WEST,CENTRAL BUSINESS DISTRICT
23-00111556,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 04:54:07 PM,Find It Fix It Apps,Reported,"13187 LINDEN AVE N, SEATTLE, WA 98133",1267632.62078836,268019.004053681,47.72470581,-122.34804623,POINT (-122.34804623 47.72470581),98133,5,NORTH,BITTER LAKE
23-00111625,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 05:46:33 PM,Find It Fix It Apps,Closed,"235 21ST AVE E, SEATTLE, WA 98112",1277481.67717099,229963.602161225,47.62092105,-122.3050802,POINT (-122.3050802 47.62092105),98112,3,EAST,STEVENS
23-00111719,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/11/2023 09:00:00 PM,Find It Fix It Apps,Closed,"4198 SW STEVENS ST, SEATTLE, WA 98116",1257311.7074288,214487.629253379,47.57741566,-122.38558467,POINT (-122.38558467 47.57741566),98116,1,SOUTHWEST,NORTH ADMIRAL
23-00111809,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/12/2023 07:24:46 AM,Find It Fix It Apps,Closed,"3058 BEACON AVE S, SEATTLE, WA 98144",1276199.24952973,213325.801039485,47.57524972,-122.30898577,POINT (-122.30898577 47.57524972),98144,2,SOUTH,NORTH BEACON HILL
23-00111864,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/12/2023 08:17:10 AM,Find It Fix It Apps,Closed,"818 30TH AVE, SEATTLE, WA 98122",1280264.56261523,225903.798418776,47.60993848,-122.29348564,POINT (-122.29348564 47.60993848),98122,3,EAST,MADRONA
23-00112045,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/12/2023 10:05:59 AM,Find It Fix It Apps,Closed,"1929 9TH AVE, SEATTLE, WA 98101",1269881.7413196,228352.326772303,47.61610199,-122.33576359,POINT (-122.33576359 47.61610199),98101,7,WEST,BELLTOWN
23-00112713,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/12/2023 07:12:11 PM,Find It Fix It Apps,Closed,"1309 NE 55TH ST, SEATTLE, WA 98105",1275694.68489483,247316.058546319,47.66838988,-122.3136783,POINT (-122.3136783 47.66838988),98105,4,NORTH,UNIVERSITY DISTRICT
23-00112766,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/12/2023 08:56:58 PM,Find It Fix It Apps,Closed,"601 S KING ST, SEATTLE, WA 98104",1272165.73105298,221773.389975345,47.59819116,-122.32598755,POINT (-122.32598755 47.59819116),98104,2,WEST,INTERNATIONAL DISTRICT
23-00112806,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 01:43:08 AM,Find It Fix It Apps,Closed,"1314 E UNION ST, SEATTLE, WA 98122",1275083.62351877,227191.498311363,47.61319663,-122.31458587,POINT (-122.31458587 47.61319663),98122,3,EAST,MINOR
23-00112832,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 07:45:55 AM,Find It Fix It Apps,Closed,"1524 NW 52ND ST, SEATTLE, WA 98107",1259980.05209301,246987.558837154,47.66664297,-122.37741783,POINT (-122.37741783 47.66664297),98107,6,NORTH,ADAMS
23-00112869,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 08:46:25 AM,Find It Fix It Apps,Closed,"9047 SEWARD PARK AVE S, SEATTLE, WA 98118",1286774.79904413,193607.970145466,47.52175065,-122.26466255,POINT (-122.26466255 47.52175065),98118,2,SOUTH,DUNLAP
23-00112968,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 11:29:39 AM,Find It Fix It Apps,Closed,"845 TERRY AVE N, SEATTLE, WA 98109",1269505.24725336,232295.735193918,47.62689058,-122.33760231,POINT (-122.33760231 47.62689058),98109,3,WEST,SOUTH LAKE UNION
23-00112972,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 11:35:40 AM,Find It Fix It Apps,Closed,"912 WESTLAKE AVE N, SEATTLE, WA 98109",1269044.64641615,232614.033879469,47.62773833,-122.3394951,POINT (-122.3394951 47.62773833),98109,7,WEST,WESTLAKE
23-00113051,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 01:34:34 PM,Find It Fix It Apps,Closed,"845 TERRY AVE N, SEATTLE, WA 98109",1269505.24725336,232295.735193918,47.62689058,-122.33760231,POINT (-122.33760231 47.62689058),98109,3,WEST,SOUTH LAKE UNION
23-00113095,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 02:45:07 PM,Find It Fix It Apps,Closed,"7351 E GREEN LAKE DR N, SEATTLE, WA 98115",1272086.38435441,251719.774480123,47.6802691,-122.32866738,POINT (-122.32866738 47.6802691),98115,6,NORTH,GREEN LAKE
23-00113205,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/13/2023 07:17:14 PM,Find It Fix It Apps,Closed,"311 N 82ND ST, SEATTLE, WA 98103",1265746.10621941,254738.190799289,47.68820179,-122.35464298,POINT (-122.35464298 47.68820179),98103,6,NORTH,GREENWOOD
23-00113312,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 07:12:39 AM,Find It Fix It Apps,Closed,"3600 FERRY PL NE, SEATTLE, WA 98195",1276787.96653016,239898.238019211,47.64811533,-122.30866482,POINT (-122.30866482 47.64811533),98195,4,NORTH,UNIVERSITY DISTRICT
23-00113350,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 08:43:20 AM,Find It Fix It Apps,Closed,"2645 HARBOR AVE SW, SEATTLE, WA 98126",1260440.44471505,215452.726621445,47.58023323,-122.37298938,POINT (-122.37298938 47.58023323),98126,1,SOUTHWEST,NORTH ADMIRAL
23-00113417,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 10:26:07 AM,Find It Fix It Apps,Closed,"7607 ROCKERY DR S, SEATTLE, WA 98118",1282393.99893781,198248.688138762,47.53424614,-122.28274294,POINT (-122.28274294 47.53424614),98118,2,SOUTH,HOLLY PARK
23-00113609,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 06:23:46 PM,Find It Fix It Apps,Closed,"1535 42ND AVE E, SEATTLE, WA 98112",1284038.29694906,234310.975373427,47.63317786,-122.27882969,POINT (-122.27882969 47.63317786),98112,3,EAST,MADISON PARK
23-00113656,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 08:32:46 PM,Find It Fix It Apps,Closed,"5031 39TH AVE NE, SEATTLE, WA 98105",1282422.44690563,246243.253429332,47.66580082,-122.2862958,POINT (-122.2862958 47.66580082),98105,4,NORTH,BRYANT
23-00113665,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/14/2023 08:48:55 PM,Find It Fix It Apps,Closed,"2100 14TH AVE S, SEATTLE, WA 98144",1274925.56388606,216689.255735718,47.58440183,-122.31440716,POINT (-122.31440716 47.58440183),98144,2,SOUTH,NORTH BEACON HILL
23-00113793,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 07:30:49 AM,Find It Fix It Apps,Closed,"5711 S HOLLY ST, SEATTLE, WA 98118",1287884.79716617,200801.979120224,47.54152608,-122.26071097,POINT (-122.26071097 47.54152608),98118,2,SOUTH,SEWARD PARK
23-00113937,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 09:03:32 AM,Find It Fix It Apps,Closed,"3200 NE 45TH ST, SEATTLE, WA 98105",1280967.27514266,244678.066544743,47.66143519,-122.29207998,POINT (-122.29207998 47.66143519),98105,4,NORTH,BRYANT
23-00114130,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 10:30:10 AM,Find It Fix It Apps,Closed,"6315 NE RADFORD DR, SEATTLE, WA 98115",1289312.6289092,249097.739055859,47.67397819,-122.25855216,POINT (-122.25855216 47.67397819),98115,4,NORTH,WINDERMERE
23-00114189,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 10:58:26 AM,Find It Fix It Apps,Closed as Duplicate,"845 TERRY AVE N, SEATTLE, WA 98109",1269505.24725336,232295.735193918,47.62689058,-122.33760231,POINT (-122.33760231 47.62689058),98109,3,WEST,SOUTH LAKE UNION
23-00114235,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 11:24:35 AM,Find It Fix It Apps,Closed,"4705 6TH AVE NW, SEATTLE, WA 98107",1263201.91135331,245639.952247939,47.66312572,-122.36423589,POINT (-122.36423589 47.66312572),98107,6,NORTH,WEST WOODLAND
23-00114455,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 01:19:29 PM,Find It Fix It Apps,Closed,"6612 57TH AVE S, SEATTLE, WA 98118",1287851.2046118,200808.523459867,47.54154231,-122.26084745,POINT (-122.26084745 47.54154231),98118,2,SOUTH,SEWARD PARK
23-00114615,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 03:04:19 PM,Find It Fix It Apps,Closed,"7021 BEACH DR SW, SEATTLE, WA 98136",1254180.60146886,200978.933139941,47.54021549,-122.39715561,POINT (-122.39715561 47.54021549),98136,1,SOUTHWEST,SEAVIEW
23-00114715,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 03:58:42 PM,Find It Fix It Apps,Closed,"8131 RAINIER AVE S, SEATTLE, WA 98118",1285461.13000815,196425.300762416,47.52940589,-122.27019114,POINT (-122.27019114 47.52940589),98118,2,SOUTH,DUNLAP
23-00114850,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 05:47:30 PM,Find It Fix It Apps,Closed as Duplicate,"7021 BEACH DR SW, SEATTLE, WA 98136",1254180.60146886,200978.933139941,47.54021549,-122.39715561,POINT (-122.39715561 47.54021549),98136,1,SOUTHWEST,SEAVIEW
23-00114847,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 05:41:28 PM,Find It Fix It Apps,Closed,"820 NW 56TH ST, SEATTLE, WA 98107",1262513.941068,248030.487356674,47.66964048,-122.36722059,POINT (-122.36722059 47.66964048),98107,6,NORTH,WEST WOODLAND
23-00114911,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 07:24:14 PM,Find It Fix It Apps,Reported,"13187 LINDEN AVE N, SEATTLE, WA 98133",1267632.62078836,268019.004053681,47.72470581,-122.34804623,POINT (-122.34804623 47.72470581),98133,5,NORTH,BITTER LAKE
23-00114914,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 07:28:16 PM,Find It Fix It Apps,Closed as Duplicate,"7021 BEACH DR SW, SEATTLE, WA 98136",1254180.60146886,200978.933139941,47.54021549,-122.39715561,POINT (-122.39715561 47.54021549),98136,1,SOUTHWEST,SEAVIEW
23-00114946,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/15/2023 08:32:47 PM,Find It Fix It Apps,Closed,"432 SUMMIT AVE E, SEATTLE, WA 98102",1272543.50176699,230806.27479958,47.62297014,-122.32516637,POINT (-122.32516637 47.62297014),98102,3,EAST,BROADWAY
23-00115131,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 07:51:59 AM,Find It Fix It Apps,Closed,"4022 NE 105TH ST, SEATTLE, WA 98125",1283006.81723367,260459.113605635,47.70479665,-122.28501287,POINT (-122.28501287 47.70479665),98125,5,NORTH,MATTHEWS BEACH
23-00115495,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 11:24:35 AM,Find It Fix It Apps,Closed,"301 NW 43RD ST, SEATTLE, WA 98107",1263948.20924354,244058.60665014,47.65883199,-122.36108049,POINT (-122.36108049 47.65883199),98107,6,NORTH,FREMONT
23-00115539,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 11:48:47 AM,Find It Fix It Apps,Closed,"5500 S GRATTAN ST, SEATTLE, WA 98118",1287095.95954844,196541.630731042,47.52980824,-122.26358363,POINT (-122.26358363 47.52980824),98118,2,SOUTH,DUNLAP
23-00115624,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 12:41:10 PM,Find It Fix It Apps,Closed,"10417 3RD AVE NW, SEATTLE, WA 98177",1264287.22609863,260823.17585585,47.70480117,-122.36105547,POINT (-122.36105547 47.70480117),98177,6,NORTH,GREENWOOD
23-00115621,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 12:39:09 PM,Find It Fix It Apps,Closed,"6201 13TH AVE S, SEATTLE, WA 98108",1274172.99978302,203307.219511316,47.54768216,-122.31641108,POINT (-122.31641108 47.54768216),98108,2,SOUTH,GEORGETOWN
23-00116051,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 05:21:17 PM,Find It Fix It Apps,Closed,"7902 29TH AVE SW, SEATTLE, WA 98126",1260924.75016568,197744.123503863,47.53172147,-122.36959528,POINT (-122.36959528 47.53172147),98126,1,SOUTHWEST,ROXHILL
23-00116156,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/16/2023 08:12:37 PM,Find It Fix It Apps,Closed,"2000 9TH AVE, SEATTLE, WA 98121",1269933.86046483,228582.076256604,47.61673452,-122.3355705,POINT (-122.3355705 47.61673452),98121,7,WEST,BELLTOWN
23-00116273,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/17/2023 06:35:21 AM,Find It Fix It Apps,Closed,"1300 N 50TH ST, SEATTLE, WA 98103",1268677.23146215,246259.274570447,47.66511967,-122.34206965,POINT (-122.34206965 47.66511967),98103,6,NORTH,PHINNEY RIDGE
23-00116407,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/17/2023 08:14:06 AM,Find It Fix It Apps,Closed,"3515 2ND AVE NW, SEATTLE, WA 98107",1264267.7952156,241936.173652477,47.6530319,-122.35961312,POINT (-122.35961312 47.6530319),98107,6,NORTH,FREMONT
23-00116450,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/17/2023 08:36:16 AM,Find It Fix It Apps,Closed,"1140 18TH AVE, SEATTLE, WA 98122",1276580.27265591,226976.156709043,47.61268519,-122.30850242,POINT (-122.30850242 47.61268519),98122,3,EAST,MINOR
23-00116500,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/17/2023 09:12:34 AM,Find It Fix It Apps,Reported,"13187 LINDEN AVE N, SEATTLE, WA 98133",1267632.62078836,268019.004053681,47.72470581,-122.34804623,POINT (-122.34804623 47.72470581),98133,5,NORTH,BITTER LAKE
23-00116785,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/17/2023 11:39:41 AM,Find It Fix It Apps,Closed,"1425 5TH AVE, SEATTLE, WA 98101",1269857.08833926,226247.455280577,47.61033129,-122.33569693,POINT (-122.33569693 47.61033129),98101,7,WEST,CENTRAL BUSINESS DISTRICT
